Institute Name,Program Name,State/All India Seats,Seat Pool,OPEN,OPEN-PwD,GEN-EWS,GEN-EWS-PwD,SC,SC-PwD,ST,ST-PwD,OBC-NCL,OBC-NCL-PwD,Total (includes Female Supernumerary),Seat Capacity,Female Supernumerary
Indian Institute  of Technology Madras,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,33,2,8,1,12,1,6,1,23,1,88,108,3
Indian Institute  of Technology Madras,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,36,2,8,1,13,1,6,1,24,1,93,111,6
Indian Institute  of Technology Madras,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,27,1,6,1,9,1,5,0,18,1,69,81,6
Indian Institute  of Technology Madras,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,49,1,11,1,17,2,8,1,31,2,123,148,6
Indian Institute  of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,1,3,0,5,0,2,0,9,0,33,37,5
Indian Institute  of Technology Madras,"Biological Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,9,1,2,0,4,0,2,0,6,0,24,30,0
Indian Institute  of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,44,2,11,1,16,1,8,1,29,2,115,122,22
Indian Institute  of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,16,1,4,0,7,0,3,0,11,1,43,49,5
Indian Institute  of Technology Madras,"Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,6,0,3,0,10,1,40,50,0
Indian Institute  of Technology Madras,"Computational Engineering and Mechanics (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,0,5,0,2,0,8,1,32,40,0
Indian Institute  of Technology Madras,"Instrumentation and Biomedical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,0,5,0,2,0,8,1,32,40,0
Indian Institute  of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,24,1,6,0,8,1,5,0,16,1,62,69,9
Indian Institute  of Technology Madras,"Physics (4 Years, Bachelor of Science)",All India,Gender-Neutral,4,0,1,0,1,0,1,0,3,0,10,12,1
Indian Institute  of Technology Madras,"Biological Science (4 Years, Bachelor of Science)",All India,Gender-Neutral,9,1,2,0,4,0,2,0,6,0,24,30,0
Indian Institute  of Technology Madras,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,3,0,1,0,1,0,1,0,2,0,8,10,0
Indian Institute  of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,20,1,5,0,7,1,4,0,13,1,52,63,3
Indian Institute  of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,6,0,3,0,11,0,40,40,10
Indian Institute  of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,1,3,0,5,0,2,0,8,0,32,32,8
Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,18,1,5,0,7,0,3,0,13,1,48,48,12
Indian Institute  of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,6,0,3,0,10,1,40,40,10
Indian Institute  of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,6,0,3,1,10,0,40,40,10
Indian Institute  of Technology Gandhinagar,"Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,10,0,2,0,4,0,2,0,6,0,24,24,6
Indian Institute  of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,0,3,0,4,0,2,0,9,1,32,32,8
Indian Institute  of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,0,4,0,4,0,2,0,8,1,32,32,8
Indian Institute  of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,22,1,5,1,8,0,4,0,14,1,56,65,5
Indian Institute  of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,0,3,0,5,0,2,0,9,0,32,40,0
Indian Institute  of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,21,1,5,0,7,1,6,0,14,1,56,64,6
Indian Institute  of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,26,2,7,0,9,1,5,0,18,1,69,83,3
Indian Institute  of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,6,1,3,0,10,0,40,48,2
Indian Institute  of Technology Patna,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,0,3,0,5,0,2,0,9,0,32,37,3
Indian Institute  of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,6,1,3,0,10,0,40,47,3
Indian Institute  of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,28,1,7,0,10,0,4,0,18,1,69,82,4
Indian Institute  of Technology Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,1,4,0,5,1,2,0,10,0,37,43,3
Indian Institute  of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,6,1,3,0,10,0,40,48,2
Indian Institute  of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,Gender-Neutral,16,0,4,0,6,0,3,0,10,1,40,46,4
Indian Institute  of Technology Patna,"Economics (4 Years, Bachelor of Science)",All India,Gender-Neutral,7,0,2,0,3,0,1,0,5,0,18,24,0
Indian Institute  of Technology Patna,"B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,3,0,1,0,1,0,1,0,2,0,8,10,0
Indian Institute  of Technology Patna,"B.Tech (Chemical Science and Technology) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,Gender-Neutral,2,0,1,0,0,0,0,0,1,0,4,5,0
Indian Institute  of Technology Patna,"B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,Gender-Neutral,2,0,1,0,1,0,0,0,1,0,5,6,0
Indian Institute  of Technology Patna,"B.Tech (Computer Science and Engineering) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,Gender-Neutral,1,0,0,0,1,0,1,0,1,0,4,5,0
Indian Institute  of Technology Patna,"B.Tech (Electronics and Communication Engineering) - MBA in Hospital and Healthcare Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,Gender-Neutral,2,0,1,0,0,0,0,0,1,0,4,5,0
Indian Institute  of Technology Patna,"B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,Gender-Neutral,2,0,1,0,1,0,0,0,1,0,5,6,0
Indian Institute  of Technology Patna,"B.Tech (Mathematics and Computing) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,Gender-Neutral,2,0,0,0,1,0,0,0,1,0,4,5,0
Indian Institute  of Technology Patna,"B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,Gender-Neutral,2,0,0,0,1,0,1,0,1,0,5,6,0
Indian Institute  of Technology Patna,"B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,Gender-Neutral,2,0,1,0,1,0,0,0,1,0,5,6,0
Indian Institute  of Technology Patna,"B.Tech (Artificial Intelligence and Data Science) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,Gender-Neutral,2,0,0,0,1,0,0,0,1,0,4,5,0
Indian Institute  of Technology Patna,"B.Tech (Chemical Engineering) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,Gender-Neutral,2,0,0,0,1,0,0,0,1,0,4,5,0
Indian Institute  of Technology Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,Gender-Neutral,4,0,2,0,2,0,1,0,3,0,12,15,0
Indian Institute  of Technology Patna,"B. Tech in CE. - M. Tech.  in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",All India,Gender-Neutral,3,0,1,0,1,0,1,0,2,0,8,10,0
Indian Institute  of Technology Patna,"B. Tech in CE. - M. Tech.  in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",All India,Gender-Neutral,3,0,1,0,2,0,0,0,2,0,8,10,0
Indian Institute  of Technology Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",All India,Gender-Neutral,3,0,1,0,1,0,1,0,2,0,8,10,0
Indian Institute  of Technology Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",All India,Gender-Neutral,3,0,1,0,1,0,1,0,2,0,8,10,0
Indian Institute  of Technology Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",All India,Gender-Neutral,3,0,1,0,2,0,0,0,2,0,8,10,0
Indian Institute  of Technology Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",All India,Gender-Neutral,3,0,1,0,1,0,1,0,2,0,8,10,0
Indian Institute  of Technology Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",All India,Gender-Neutral,3,0,1,0,1,0,1,0,2,0,8,10,0
Indian Institute  of Technology Patna,"BS in Economics with MBA (IIM Bodh Gaya) (5 Years, Bachelor of Science and MBA (Dual Degree))",All India,Gender-Neutral,2,0,0,0,1,0,1,0,1,0,5,6,0
Indian Institute  of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,36,2,9,0,13,1,6,1,24,1,93,109,8
Indian Institute  of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,47,3,11,1,18,1,9,0,31,2,123,154,0
Indian Institute  of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,34,1,8,1,13,0,6,1,22,1,87,94,15
Indian Institute  of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,52,2,13,0,19,1,10,0,33,2,132,150,15
Indian Institute  of Technology Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,34,1,8,1,13,0,6,1,22,1,87,100,9
Indian Institute  of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,5,1,3,0,11,0,40,47,3
Indian Institute  of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,47,2,12,0,18,0,8,1,30,2,120,125,25
Indian Institute  of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,25,1,6,0,9,1,5,0,18,0,65,70,12
Indian Institute  of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,18,1,3,1,7,0,2,1,13,0,46,50,8
Indian Institute  of Technology Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,0,3,0,4,1,2,0,8,1,32,40,0
Indian Institute  of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,0,3,1,4,1,3,0,10,0,36,44,2
Indian Institute  of Technology Roorkee,"Energy Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,7,0,2,0,2,0,1,0,3,1,16,20,0
Indian Institute  of Technology Roorkee,"Architecture  (5 Years, Bachelor of Architecture)",All India,Gender-Neutral,9,0,1,1,2,1,2,0,7,0,23,30,0
Indian Institute  of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",All India,Gender-Neutral,13,0,2,1,3,1,2,0,8,0,30,38,0
Indian Institute  of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",All India,Gender-Neutral,13,0,2,1,4,1,3,0,8,0,32,38,3
Indian Institute  of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",All India,Gender-Neutral,8,1,2,0,3,0,1,0,6,0,21,25,2
Indian Institute  of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",All India,Gender-Neutral,16,0,3,1,5,1,3,0,10,0,39,44,5
Indian Institute  of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",All India,Gender-Neutral,10,1,3,0,4,0,2,0,7,1,28,35,0
Indian Institute  of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",All India,Gender-Neutral,10,0,3,0,4,0,2,0,6,1,26,33,0
Indian Institute  of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,17,1,4,0,6,1,3,0,11,1,44,49,6
Indian Institute  of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,21,1,5,1,7,1,4,0,14,1,55,61,8
Indian Institute  of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,43,2,10,1,15,1,8,1,27,2,110,124,15
Indian Institute  of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,37,2,9,1,14,1,7,1,25,1,98,114,9
Indian Institute  of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,38,2,9,1,13,2,7,1,25,1,99,116,8
Indian Institute  of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Gender-Neutral,10,1,2,0,4,0,2,0,6,0,25,29,2
Indian Institute  of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,5,0,3,0,9,1,38,47,1
Indian Institute  of Technology (ISM) Dhanbad,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Gender-Neutral,17,1,4,0,6,1,3,0,11,1,44,55,0
Indian Institute  of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,40,2,9,1,14,2,7,1,27,2,105,111,20
Indian Institute  of Technology (ISM) Dhanbad,"Mining Engineering  (4 Years, Bachelor of Technology)",All India,Gender-Neutral,29,0,7,0,11,0,5,0,20,0,72,90,0
Indian Institute  of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,18,0,5,0,7,0,3,0,12,0,45,47,9
Indian Institute  of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,28,1,6,1,10,1,5,0,19,1,72,79,11
Indian Institute  of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,1,3,0,5,0,3,0,9,1,36,37,8
Indian Institute  of Technology (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",All India,Gender-Neutral,7,0,2,0,2,0,1,0,5,0,17,19,2
Indian Institute  of Technology (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",All India,Gender-Neutral,7,0,2,0,2,0,1,0,5,0,17,19,2
Indian Institute  of Technology (ISM) Dhanbad,"B.Tech Mining Engineering and MBA in Logistic and Supply Chain Management (IIM Mumbai) (5 Years, Integrated B. Tech. and MBA)",All India,Gender-Neutral,19,0,5,0,7,0,4,0,13,0,48,60,0
Indian Institute  of Technology (ISM) Dhanbad,"Physical Science (5 Years, Integrated Bachelor of Science-Master of Science)",All India,Gender-Neutral,8,1,2,0,3,0,2,0,6,0,22,26,0
Indian Institute  of Technology (ISM) Dhanbad,"Chemical  Science (5 Years, Integrated Bachelor of Science-Master of Science)",All India,Gender-Neutral,8,1,2,0,3,0,2,0,6,0,22,26,0
Indian Institute  of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,11,1,3,0,4,0,2,0,6,1,28,34,1
Indian Institute  of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,0,2,1,3,1,2,0,7,0,28,32,3
Indian Institute  of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,37,2,9,1,13,1,7,0,24,2,96,109,11
Indian Institute  of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,37,2,9,1,13,1,7,0,24,2,96,108,12
Indian Institute  of Technology Ropar,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Gender-Neutral,8,0,2,0,3,0,2,0,4,1,20,24,1
Indian Institute  of Technology Ropar,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,24,2,6,0,10,0,4,1,16,1,64,79,1
Indian Institute  of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Gender-Neutral,24,2,6,0,9,1,5,0,16,1,64,78,2
Indian Institute  of Technology Ropar,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,26,1,6,0,10,1,4,1,17,1,67,67,16
Indian Institute  of Technology Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,8,1,2,0,4,0,1,0,6,0,22,27,1
Indian Institute  of Technology Ropar,"Digital Agriculture (4 Years, Bachelor of Technology)",All India,Gender-Neutral,5,1,2,0,2,0,1,0,5,0,16,20,0
Indian Institute  of Technology Ropar,"Electrical Engineering (Integrated Circuit Design and Technology) (4 Years, Bachelor of Technology)",All India,Gender-Neutral,5,1,2,0,2,0,1,0,5,0,16,20,0
Indian Institute  of Technology (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,23,1,6,0,9,1,4,0,16,1,61,75,0
