Institute Name,Program Name,State/All India Seats,Seat Pool,OPEN,OPEN-PwD,GEN-EWS,GEN-EWS-PwD,SC,SC-PwD,ST,ST-PwD,OBC-NCL,OBC-NCL-PwD,Total (includes Female Supernumerary),Seat Capacity,Female Supernumerary
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HARYANA,Gender-Neutral,17,1,4,0,6,0,3,0,11,1,43,54,0
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other than HARYANA,Gender-Neutral,17,1,4,1,6,0,3,0,11,0,43,54,0
"National Institute of Technology, Kurukshetra","Industrial Internet of Things (4 Years, Bachelor of Technology)",HARYANA,Gender-Neutral,9,0,3,0,4,0,1,0,7,0,24,30,0
"National Institute of Technology, Kurukshetra","Industrial Internet of Things (4 Years, Bachelor of Technology)",Other than HARYANA,Gender-Neutral,10,1,2,0,2,1,1,0,6,1,24,30,0
"National Institute of Technology, Kurukshetra","Mathematics and Computing (4 Years, Bachelor of Technology)",HARYANA,Gender-Neutral,9,1,3,0,4,0,1,0,6,0,24,29,0
"National Institute of Technology, Kurukshetra","Mathematics and Computing (4 Years, Bachelor of Technology)",Other than HARYANA,Gender-Neutral,9,0,2,0,2,1,1,0,6,1,22,28,0
"National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)",HARYANA,Gender-Neutral,16,1,5,0,6,0,3,1,11,0,43,54,0
"National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)",Other than HARYANA,Gender-Neutral,16,0,4,0,7,1,3,0,11,1,43,54,0
"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",HARYANA,Gender-Neutral,8,0,2,0,3,0,1,0,6,0,20,25,0
"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",Other than HARYANA,Gender-Neutral,8,1,2,0,2,0,2,0,4,1,20,25,0
"National Institute of Technology, Kurukshetra","Microelectronics & VLSI Engineering (4 Years, Bachelor of Technology)",HARYANA,Gender-Neutral,9,1,1,1,3,0,2,0,7,0,24,30,0
"National Institute of Technology, Kurukshetra","Microelectronics & VLSI Engineering (4 Years, Bachelor of Technology)",Other than HARYANA,Gender-Neutral,10,0,2,0,4,0,1,1,6,0,24,30,0
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",HARYANA,Gender-Neutral,9,1,2,1,4,0,1,0,6,0,24,30,0
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology)",Other than HARYANA,Gender-Neutral,10,0,2,0,3,0,2,0,7,0,24,30,0
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",HARYANA,Gender-Neutral,6,0,2,0,2,0,1,0,4,1,16,20,0
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)",Other than HARYANA,Gender-Neutral,6,1,1,0,2,0,2,0,4,0,16,20,0
"National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology)",HARYANA,Gender-Neutral,9,1,2,0,3,0,2,0,6,1,24,30,0
"National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology)",Other than HARYANA,Gender-Neutral,9,0,3,0,3,1,2,0,6,0,24,30,0
"National Institute of Technology, Kurukshetra","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",HARYANA,Gender-Neutral,10,0,2,1,3,1,1,0,5,1,24,30,0
"National Institute of Technology, Kurukshetra","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",Other than HARYANA,Gender-Neutral,9,0,3,0,3,0,2,0,7,0,24,30,0
"National Institute of Technology, Kurukshetra","Architecture  (5 Years, Bachelor of Architecture)",HARYANA,Gender-Neutral,6,0,2,0,1,1,1,0,5,0,16,20,0
"National Institute of Technology, Kurukshetra","Architecture  (5 Years, Bachelor of Architecture)",Other than HARYANA,Gender-Neutral,6,1,1,0,2,0,2,0,4,0,16,20,0
"National Institute of Technology, Kurukshetra","Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HARYANA,Gender-Neutral,1,1,0,0,1,0,1,0,1,0,5,6,0
"National Institute of Technology, Kurukshetra","Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other than HARYANA,Gender-Neutral,1,0,1,0,1,0,0,0,2,0,5,6,0
"National Institute of Technology, Kurukshetra","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HARYANA,Gender-Neutral,2,1,0,0,0,0,1,0,1,0,5,6,0
"National Institute of Technology, Kurukshetra","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other than HARYANA,Gender-Neutral,1,0,1,0,2,0,0,0,1,0,5,6,0
"National Institute of Technology, Kurukshetra","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HARYANA,Gender-Neutral,2,0,0,0,1,0,1,0,1,0,5,6,0
"National Institute of Technology, Kurukshetra","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other than HARYANA,Gender-Neutral,1,1,0,0,1,0,0,0,2,0,5,6,0
"National Institute of Technology, Kurukshetra","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HARYANA,Gender-Neutral,2,0,0,0,1,0,1,0,1,0,5,6,0
"National Institute of Technology, Kurukshetra","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other than HARYANA,Gender-Neutral,1,1,0,0,1,0,0,0,2,0,5,6,0
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HARYANA,Gender-Neutral,1,1,0,0,1,0,1,0,1,0,5,6,0
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other than HARYANA,Gender-Neutral,1,0,1,0,1,0,0,0,2,0,5,6,0
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",MANIPUR,Gender-Neutral,6,0,2,0,0,0,4,0,3,0,15,19,0
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)",Other than MANIPUR,Gender-Neutral,6,0,2,0,2,1,1,0,4,0,16,19,0
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",MANIPUR,Gender-Neutral,11,1,2,1,1,0,7,1,5,0,29,37,0
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other than MANIPUR,Gender-Neutral,10,1,3,0,4,0,3,0,9,0,30,37,0
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",MANIPUR,Gender-Neutral,5,1,2,0,1,0,4,0,2,0,15,19,0
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)",Other than MANIPUR,Gender-Neutral,6,0,2,0,2,0,1,0,3,1,15,19,0
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",MANIPUR,Gender-Neutral,5,1,2,0,0,0,4,0,3,0,15,19,0
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other than MANIPUR,Gender-Neutral,5,0,2,0,2,0,2,0,3,1,15,19,0
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",MANIPUR,Gender-Neutral,7,0,1,0,0,0,5,0,3,0,16,19,0
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other than MANIPUR,Gender-Neutral,5,1,2,0,2,0,1,0,3,1,15,19,0
"National Institute of Technology, Mizoram","Chemical Science and Technology (4 Years, Bachelor of Technology)",MIZORAM,Gender-Neutral,2,0,0,0,1,0,0,0,1,0,4,5,0
"National Institute of Technology, Mizoram","Chemical Science and Technology (4 Years, Bachelor of Technology)",Other than MIZORAM,Gender-Neutral,2,0,1,0,0,0,0,0,0,0,3,5,0
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology)",MIZORAM,Gender-Neutral,4,1,1,0,2,0,2,0,3,0,13,15,2
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology)",Other than MIZORAM,Gender-Neutral,5,0,1,0,2,0,1,0,5,0,14,16,1
"National Institute of Technology, Mizoram","Computer Science and Engineering (4 Years, Bachelor of Technology)",MIZORAM,Gender-Neutral,5,0,1,0,2,0,2,0,3,0,13,16,1
"National Institute of Technology, Mizoram","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other than MIZORAM,Gender-Neutral,5,0,1,0,2,0,1,0,4,0,13,16,1
"National Institute of Technology, Mizoram","Electrical Engineering (4 Years, Bachelor of Technology)",MIZORAM,Gender-Neutral,4,1,1,0,2,0,1,0,4,0,13,15,2
"National Institute of Technology, Mizoram","Electrical Engineering (4 Years, Bachelor of Technology)",Other than MIZORAM,Gender-Neutral,5,0,2,0,2,0,0,0,3,1,13,16,1
"National Institute of Technology, Mizoram","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",MIZORAM,Gender-Neutral,4,0,1,0,2,0,2,0,4,0,13,16,1
"National Institute of Technology, Mizoram","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other than MIZORAM,Gender-Neutral,5,1,1,0,2,0,1,0,3,0,13,15,2
"National Institute of Technology, Mizoram","Mathematics and Computing (4 Years, Bachelor of Technology)",MIZORAM,Gender-Neutral,2,0,1,0,1,0,0,0,0,0,4,5,0
"National Institute of Technology, Mizoram","Mathematics and Computing (4 Years, Bachelor of Technology)",Other than MIZORAM,Gender-Neutral,2,0,0,0,0,0,0,0,1,0,3,5,0
"National Institute of Technology, Mizoram","Mechanical Engineering (4 Years, Bachelor of Technology)",MIZORAM,Gender-Neutral,5,1,1,0,2,0,1,0,4,0,14,16,1
"National Institute of Technology, Mizoram","Mechanical Engineering (4 Years, Bachelor of Technology)",Other than MIZORAM,Gender-Neutral,6,0,2,0,2,0,0,0,4,0,14,16,1
"National Institute of Technology, Rourkela","Bio Technology (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,5,1,1,0,2,0,1,0,4,0,14,17,0
"National Institute of Technology, Rourkela","Bio Technology (4 Years, Bachelor of Technology)",Other than ODISHA,Gender-Neutral,6,0,1,0,2,0,1,0,4,0,14,18,0
"National Institute of Technology, Rourkela","Ceramic Engineering (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,6,0,2,0,2,0,1,0,5,0,16,20,0
"National Institute of Technology, Rourkela","Ceramic Engineering (4 Years, Bachelor of Technology)",Other than ODISHA,Gender-Neutral,5,1,2,0,3,0,1,0,4,0,16,20,0
"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,8,1,3,0,4,0,2,0,7,0,25,31,0
"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)",Other than ODISHA,Gender-Neutral,8,1,3,0,4,0,2,0,7,0,25,31,0
"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,9,1,4,0,5,0,2,0,7,1,29,36,0
"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)",Other than ODISHA,Gender-Neutral,9,1,4,0,5,0,2,0,7,1,29,36,0
"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,17,1,4,1,6,1,3,0,11,1,45,56,0
"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other than ODISHA,Gender-Neutral,17,1,4,1,5,1,3,1,11,1,45,57,0
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,17,1,4,1,6,1,3,0,11,1,45,57,1
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)",Other than ODISHA,Gender-Neutral,17,1,4,1,6,1,3,0,11,1,45,56,0
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,8,1,2,0,3,0,2,0,6,0,22,28,0
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other than ODISHA,Gender-Neutral,8,1,2,0,3,0,2,0,6,0,22,28,0
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,17,1,5,0,6,1,2,1,10,1,44,57,0
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",Other than ODISHA,Gender-Neutral,17,1,5,0,6,1,2,1,10,1,44,56,0
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,8,1,3,0,4,0,2,0,5,1,24,30,0
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other than ODISHA,Gender-Neutral,8,1,3,0,4,0,2,0,5,1,24,30,0
"National Institute of Technology, Rourkela","Mining Engineering  (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,6,0,2,0,2,0,1,0,4,0,15,19,0
"National Institute of Technology, Rourkela","Mining Engineering  (4 Years, Bachelor of Technology)",Other than ODISHA,Gender-Neutral,6,0,2,0,2,0,1,0,4,0,15,19,0
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,9,1,2,0,3,0,1,0,6,0,22,28,0
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other than ODISHA,Gender-Neutral,9,0,2,0,3,0,2,0,6,0,22,28,0
"National Institute of Technology, Rourkela","Bio Medical Engineering (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,5,0,2,0,2,0,1,0,4,0,14,17,0
"National Institute of Technology, Rourkela","Bio Medical Engineering (4 Years, Bachelor of Technology)",Other than ODISHA,Gender-Neutral,5,0,2,0,2,0,1,0,4,0,14,18,0
"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,4,0,1,0,2,0,1,0,3,0,11,14,0
"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",Other than ODISHA,Gender-Neutral,4,0,1,0,2,0,1,0,3,0,11,14,0
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,5,0,2,0,1,0,1,0,3,0,12,15,0
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",Other than ODISHA,Gender-Neutral,5,0,2,0,1,0,1,0,3,0,12,15,1
"National Institute of Technology, Rourkela","Artificial Intelligence (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,7,1,2,0,3,0,2,0,4,0,19,23,0
"National Institute of Technology, Rourkela","Artificial Intelligence (4 Years, Bachelor of Technology)",Other than ODISHA,Gender-Neutral,7,0,2,0,3,0,1,0,4,0,17,22,0
"National Institute of Technology, Rourkela","Architecture  (5 Years, Bachelor of Architecture)",ODISHA,Gender-Neutral,3,0,1,0,1,0,1,0,2,0,8,10,0
"National Institute of Technology, Rourkela","Architecture  (5 Years, Bachelor of Architecture)",Other than ODISHA,Gender-Neutral,3,0,1,0,1,0,1,0,2,0,8,10,0
"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ODISHA,Gender-Neutral,3,0,0,0,1,0,0,0,1,0,5,6,0
"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other than ODISHA,Gender-Neutral,2,0,1,0,1,0,0,0,1,0,5,6,0
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ODISHA,Gender-Neutral,3,0,0,0,1,0,0,0,1,0,5,6,0
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other than ODISHA,Gender-Neutral,3,0,0,0,1,0,0,0,2,0,6,7,0
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ODISHA,Gender-Neutral,2,0,0,0,1,0,1,0,1,0,5,6,0
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other than ODISHA,Gender-Neutral,2,0,1,0,1,0,1,0,0,0,5,6,0
"National Institute of Technology, Rourkela","Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))",ODISHA,Gender-Neutral,3,0,0,0,1,0,0,0,2,0,6,7,0
"National Institute of Technology, Rourkela","Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))",Other than ODISHA,Gender-Neutral,2,0,0,0,1,0,0,0,2,0,5,6,0
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",ODISHA,Gender-Neutral,3,0,1,0,2,0,1,0,2,0,9,11,0
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",Other than ODISHA,Gender-Neutral,3,0,1,0,2,0,1,0,2,0,9,11,0
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",ODISHA,Gender-Neutral,4,0,1,0,2,0,1,0,3,0,11,13,0
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Other than ODISHA,Gender-Neutral,4,0,1,0,2,0,1,0,3,0,11,12,0
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",ODISHA,Gender-Neutral,4,0,1,0,2,0,1,0,3,0,11,12,0
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",Other than ODISHA,Gender-Neutral,5,0,1,0,2,0,1,0,3,0,12,13,0
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",ODISHA,Gender-Neutral,3,0,1,0,1,0,1,0,2,0,8,10,0
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",Other than ODISHA,Gender-Neutral,3,0,1,0,1,0,1,0,2,0,8,10,0
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",ASSAM,Gender-Neutral,25,1,6,1,8,1,5,0,16,1,64,79,0
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other than ASSAM,Gender-Neutral,25,1,5,0,9,0,4,1,16,1,62,78,0
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",ASSAM,Gender-Neutral,25,1,6,0,8,1,5,0,16,2,64,80,0
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other than ASSAM,Gender-Neutral,26,1,5,1,10,0,5,0,16,1,65,81,0
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",ASSAM,Gender-Neutral,25,2,6,0,9,0,5,0,17,1,65,81,0
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other than ASSAM,Gender-Neutral,25,1,5,1,10,0,4,1,17,1,65,81,0
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ASSAM,Gender-Neutral,26,1,6,0,9,0,5,0,17,1,65,81,0
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other than ASSAM,Gender-Neutral,25,1,5,1,10,0,4,1,17,1,65,81,0
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",ASSAM,Gender-Neutral,25,1,5,1,10,0,5,0,16,1,64,80,0
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other than ASSAM,Gender-Neutral,26,1,7,0,8,1,5,0,15,2,65,81,0
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",ASSAM,Gender-Neutral,15,1,4,0,6,0,3,0,11,0,40,50,0
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other than ASSAM,Gender-Neutral,16,0,4,0,5,1,3,0,11,0,40,50,0
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",JK JAMMU & KASHMIR (UT),Gender-Neutral,11,1,3,0,4,1,2,0,8,0,30,37,1
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",LA LADAKH (UT),Gender-Neutral,1,0,0,0,0,0,0,0,1,0,2,2,0
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Other than JAMMU & KASHMIR (UT),Gender-Neutral,12,1,3,0,5,0,2,0,8,1,32,39,1
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",JK JAMMU & KASHMIR (UT),Gender-Neutral,24,2,6,0,9,1,4,1,17,1,65,77,4
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",LA LADAKH (UT),Gender-Neutral,2,0,0,0,0,0,0,0,1,0,3,2,2
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Other than JAMMU & KASHMIR (UT),Gender-Neutral,26,2,6,1,9,1,5,0,17,1,68,82,3
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",JK JAMMU & KASHMIR (UT),Gender-Neutral,20,1,5,0,7,0,4,0,12,1,50,60,2
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",LA LADAKH (UT),Gender-Neutral,1,0,0,0,0,0,0,0,1,0,2,3,0
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other than JAMMU & KASHMIR (UT),Gender-Neutral,20,1,5,0,7,1,3,1,14,0,52,63,2
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",JK JAMMU & KASHMIR (UT),Gender-Neutral,15,1,3,1,5,1,3,0,10,1,40,48,2
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",LA LADAKH (UT),Gender-Neutral,1,0,0,0,0,0,0,0,1,0,2,2,1
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",Other than JAMMU & KASHMIR (UT),Gender-Neutral,17,1,4,0,6,0,3,0,11,0,42,50,2
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JK JAMMU & KASHMIR (UT),Gender-Neutral,14,1,4,0,6,0,3,0,9,1,38,44,3
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",LA LADAKH (UT),Gender-Neutral,1,0,0,0,0,0,0,0,1,0,2,2,1
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other than JAMMU & KASHMIR (UT),Gender-Neutral,15,1,4,0,6,0,3,0,10,1,40,49,1
"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",JK JAMMU & KASHMIR (UT),Gender-Neutral,15,1,4,0,6,0,3,0,10,1,40,47,3
"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",LA LADAKH (UT),Gender-Neutral,1,0,0,0,0,0,0,0,1,0,2,2,1
"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other than JAMMU & KASHMIR (UT),Gender-Neutral,17,1,3,1,5,1,2,1,10,1,42,49,3
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK JAMMU & KASHMIR (UT),Gender-Neutral,11,1,3,0,5,0,2,0,8,0,30,37,1
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",LA LADAKH (UT),Gender-Neutral,1,0,0,0,0,0,0,0,1,0,2,2,0
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other than JAMMU & KASHMIR (UT),Gender-Neutral,12,1,3,0,5,0,2,0,8,1,32,37,3
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",JK JAMMU & KASHMIR (UT),Gender-Neutral,19,1,4,1,7,0,3,1,13,1,50,61,1
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",LA LADAKH (UT),Gender-Neutral,1,0,0,0,0,0,0,0,1,0,2,3,0
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",Other than JAMMU & KASHMIR (UT),Gender-Neutral,19,1,5,0,7,1,4,0,13,1,51,62,2
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",TAMIL NADU,Gender-Neutral,12,0,3,0,5,0,2,0,8,1,31,40,0
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",Other than TAMIL NADU,Gender-Neutral,12,1,3,0,5,0,2,1,8,0,32,39,0
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",TAMIL NADU,Gender-Neutral,18,0,5,1,5,1,3,0,13,1,47,59,0
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",Other than TAMIL NADU,Gender-Neutral,17,1,5,1,6,0,3,0,13,1,47,59,0
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",TAMIL NADU,Gender-Neutral,19,1,4,1,6,1,3,0,13,0,48,60,0
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other than TAMIL NADU,Gender-Neutral,18,1,6,0,6,0,3,0,12,1,47,59,0
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",TAMIL NADU,Gender-Neutral,17,1,4,1,6,1,3,0,13,0,46,58,0
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other than TAMIL NADU,Gender-Neutral,19,1,5,0,5,1,3,0,12,1,47,59,0
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",TAMIL NADU,Gender-Neutral,18,0,5,1,5,1,3,0,13,1,47,59,0
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",Other than TAMIL NADU,Gender-Neutral,17,1,5,1,6,0,3,0,13,1,47,59,0
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",TAMIL NADU,Gender-Neutral,12,0,3,0,5,0,2,0,8,1,31,40,0
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other than TAMIL NADU,Gender-Neutral,12,1,3,0,5,0,2,1,8,0,32,39,0
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",TAMIL NADU,Gender-Neutral,17,1,4,1,6,1,3,0,13,0,46,58,0
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Other than TAMIL NADU,Gender-Neutral,17,1,5,0,6,1,3,0,13,0,46,58,0
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",TAMIL NADU,Gender-Neutral,18,0,5,1,5,1,3,0,13,1,47,59,0
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",Other than TAMIL NADU,Gender-Neutral,17,1,5,1,6,0,3,0,13,1,47,59,0
